Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
427,NA,D4,NA,567,7121,7309,7428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,LL-M162,D4,53,568,7144,7326,7435,0.584572373,NA,0.234801107,0.364769744,0.317458331,0.494936422,0.531558828,0.584035484,1.274662425,1.397875683,0.351615663,0.439623794,0.553759702,0.255490467,0.428312192,0.561493504,0.311051888,0.314872295,0.481575177,0.470383997,0.247477555,0.475411013,NA,0.678005857,0.751137517,0.048432322,0.131215686,0.236194704,0.681363194,0.361012092,0.411820013,0.3270703,0.580790499,0.401773503,-1.981699578,0.137718555,0.339069505,0.623335199,0.469479949,0.390448933,0.462233636,0.443042721,NA,1,0.090637625,0.266179441
428,NA,D4,NA,570,7176,7360,7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,LL-M163,D4,56,571,7210,7373,7464,0.52204189,NA,0.25389588,0.393213937,0.336886762,0.533994554,0.535297829,0.623342588,0.756955243,0.830125142,0.4079692,0.496858058,0.603539511,0.347356347,0.510870985,0.530077446,0.367894248,0.358173493,0.498890501,0.509088265,0.318116581,0.533961325,NA,0.652603664,0.952219059,0.952849769,0.234471164,-0.437694677,0.667615719,0.430191893,0.49198022,0.386992374,0.647355762,0.504882207,2.510211113,0.124574814,0.509441193,0.640548332,0.531324997,0.428721774,0.51740394,0.545064219,NA,1,0.099936685,0.323755522
429,NA,D4,NA,573,7262,7402,7477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,LL-M164,D4,59,574,7281,7415,7486,0.534876539,NA,0.279222938,0.408834408,0.368405511,0.583606181,0.536872448,0.634044204,0.833698127,0.914286257,0.439044422,0.496372967,0.59607871,0.340552782,0.531981749,0.572487749,0.399891397,0.37444273,0.50321641,0.539539551,0.325151418,0.523114573,NA,0.795318127,10.23328791,0.094925411,0.364834381,-0.780409626,0.654193195,0.451536145,0.46625161,0.386576828,0.400878266,0.449816821,-2.489227481,0.156329178,0.459607645,0.630688271,0.592657433,0.485264312,0.565946061,0.648679328,NA,1,0.114125597,0.344704205
430,NA,D4,NA,576,7316,7436,7502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,LL-M165,D4,62,577,7331,7443,7507,0.535539828,NA,0.344661255,0.466497311,0.422733726,0.611918341,0.558657273,0.738704775,1.004884434,1.102020022,0.524813161,0.523191558,0.616167999,0.328362933,0.589590099,0.60571898,0.364405329,0.378386816,0.480583139,0.528779415,0.39845408,0.596859819,NA,0.816525631,0.578391915,0.107967849,0.196483723,-0.12409331,0.711219069,0.553198771,0.550182649,0.403050272,1.013024473,0.57916841,-4.957323628,0.112886311,0.441362157,0.592134914,0.647811723,0.547076781,0.631143421,0.809714125,NA,1,0.120350331,0.394496837
431,NA,D4,NA,579,7351,7461,7519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,LL-M166,D4,65,580,7360,7470,7531,0.540301548,NA,0.282175125,0.384179917,0.364436659,0.542450667,0.518040393,0.658818937,0.87866478,0.963599542,0.455826079,0.454357338,0.504258505,0.337069855,0.484745217,0.523622713,0.361061616,0.359209718,0.378207267,0.387171103,0.2963055,0.448839326,NA,0.770370665,0.336618743,0.102487627,0.165930757,0.66328416,0.690518488,0.458069138,0.431900876,0.326144516,0.574284489,0.410088814,0.763753783,0.158528251,0.330919338,0.642848691,0.577358428,0.458381771,0.526159949,0.511013083,NA,1,0.112693243,0.314720926
432,NA,D4,NA,582,7379,7483,7538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,LL-M167,D4,68,583,7386,7489,7543,0.491308214,NA,0.415220828,0.510832746,0.474182994,0.635548052,0.640532613,0.830912438,0.965147689,1.058442187,0.609922507,0.558506176,0.585711765,0.479419487,0.590350578,0.733485341,0.485542795,0.455155349,0.45265486,0.49384973,0.388965463,0.529071493,NA,1.069553894,1.343359069,0.108717922,0.187393568,0.496715545,0.701737947,0.622559704,0.531275016,0.453987747,0.884855254,0.535991433,0.372665887,0.284992194,0.565373106,0.677709646,0.748474908,0.61410599,0.688447192,0.742374528,NA,1,0.170502091,0.412452763
433,NA,D4,NA,585,7400,7501,7555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,LL-M168,D4,71,586,7413,7507,7559,0.481175503,NA,0.576094358,0.65372956,0.580598074,0.665113002,0.697698409,0.851938659,0.809224034,0.887446414,0.780081817,0.678605039,0.70854864,0.525679513,0.877459169,1.011705191,0.553948584,0.576437681,0.563888622,0.61821052,0.607269963,0.82828022,NA,1.376186263,1.689500669,0.303075767,0.303072861,-1.821635697,0.645571804,0.806210504,0.636010148,0.608612308,1.430813272,0.843506898,0.717713288,0.23646145,0.646489224,0.709772973,0.841316792,0.788544866,0.848258016,1.479764947,NA,1,0.278901401,0.592215535
434,NA,D4,NA,588,7433,7519,7573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,LL-M169,D4,74,589,7443,7525,7582,0.66022078,NA,0.338630447,0.394501168,0.343452207,0.53008294,0.536213559,0.699451383,0.678958701,0.744589186,0.410808006,0.56696379,0.386135144,0.324956846,0.539887072,0.559476663,0.475648334,0.488427077,0.59791917,0.590048394,0.356583167,0.433918318,NA,0.792633659,1.289203314,0.065914116,0.272251348,-0.697898073,0.715574958,0.44127396,0.335988017,0.402322873,0.528516392,0.47181524,0.897469326,0.219762749,0.341363132,0.688642923,0.519271951,0.467209865,0.528085519,0.709844884,NA,1,0.113326599,0.354916627
435,NA,D4,NA,591,7466,7541,7601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,LL-M170,D4,77,592,7480,7553,7610,0.56396688,NA,0.282618609,0.378981814,0.346409922,0.62258774,0.540483207,0.676122446,0.699573081,0.767196223,0.456172748,0.619926001,0.773614499,0.366644415,0.533480673,0.580962074,0.521745463,0.493156623,0.639591188,0.569777175,0.336763968,0.488098397,NA,0.70301114,0.868375872,0.097184358,0.486425944,-273.4030205,0.648692692,0.466988571,0.497507388,0.352484546,0.432927647,0.472132945,1.485241728,0.104097876,0.402010766,0.574736582,0.646504201,0.44648484,0.50688992,0.502225955,NA,1,0.095437233,0.341313018
436,NA,D4,NA,594,7493,7570,7642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,LL-M171,D4,80,595,7497,7578,7665,0.538285497,NA,0.239726212,0.335863286,0.285850957,0.565070827,0.451398062,0.618347492,0.713746024,0.782739171,0.374653319,0.540379891,0.613428689,0.343667387,0.446518307,0.445805567,0.405165645,0.39675098,0.511964151,0.465360279,0.289883486,0.394526896,NA,0.606801641,1.032951788,0.054762907,0.150411185,-0.057142809,0.658031409,0.38641074,0.555809651,0.310253412,0.701334909,0.399687073,-1.598161944,0.096831077,0.307065152,0.601311396,0.536153552,0.407959777,0.462094385,0.565598514,NA,1,0.078406866,0.303970295
437,NA,D4,NA,597,7522,7615,7738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,LL-M172,D4,83,598,7531,7633,7788,0.568965893,NA,0.265292138,0.38416365,0.319603319,0.592390917,0.500550197,0.760623095,0.766342296,0.84041958,0.420782283,0.584936085,0.643270756,0.319562836,0.464122696,0.508566367,0.472684663,0.474934318,0.585342406,0.515235746,0.30750909,0.399266027,NA,0.629317939,0.931452055,0.074181222,0.419281145,0.229148172,0.622744234,0.426415472,0.488387785,0.348523884,1.245990372,0.438574272,12.87338394,0.109994941,0.326706143,0.596556952,0.572157818,0.426868025,0.476306409,0.242671065,NA,1,0.086798822,0.31591896
438,NA,D4,NA,600,7546,7669,7895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LL-M173,D4,86,601,7564,7691,7913,0.979671295,NA,0.264570767,0.358402705,0.287845246,0.624290653,0.826758907,0.578279721,0.787231186,0.863327662,0.325122249,0.590144921,0.761731392,0.183989109,0.416406169,0.567608592,0.482561828,0.463145381,0.921516613,0.527459507,0.279546503,0.574816436,NA,0.835592636,0.519923107,0.04148804,0.308950529,6.765322225,0.884149246,0.36515835,0.446970659,0.419055139,1.271521734,0.408154227,0.641409063,0.110416784,0.374578741,0.9277186,0.465785541,0.312146806,0.351221219,0.800468276,NA,1,0.095811491,0.261872945
439,NA,D4,NA,603,7586,7734,7968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,LL-M174,D4,89,604,7593,7754,8004,0.477583357,NA,0.244915646,0.485893048,0.420644525,0.759519349,0.558826409,0.77414298,0.788850179,0.865103153,0.63076999,0.518722265,0.676063893,0.461431241,0.597611268,0.682763126,0.391580257,0.387103678,0.545252666,0.55440088,0.359740201,0.861255027,NA,0.893250406,0.803043518,0.062002885,0.679573131,1.576430188,0.557396143,0.677851313,0.753485195,0.33811495,1.111733165,0.702548354,-7.802439894,0.12563955,0.474973429,0.611584681,0.852802786,0.615647713,0.644940851,0.647022132,NA,1,0.125127158,0.348349675
440,NA,D4,NA,606,7621,7795,8068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,LL-M175,D4,92,607,7634,7818,8087,0.382405824,NA,0.230375492,0.447639353,0.395890309,0.69301068,0.551921582,0.664230452,0.689639994,0.75630297,0.600719564,0.470444726,0.570295247,0.514523185,0.497504484,0.55191397,0.390128423,0.392583261,0.4671583,0.50701695,0.347842199,0.775755133,NA,1.18515288,0.65296378,0.16364128,0.471132633,-0.275600486,0.598586774,0.674126517,0.698739296,0.424544195,6.423435357,0.689754018,0.60649001,0.289504852,0.488414718,0.634505427,0.833424514,0.521606843,0.55578768,1.204668076,NA,1,0.218265204,0.288885627
441,NA,D4,NA,609,7656,7862,8144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,LL-M176,D4,95,610,7662,7881,8173,0.476110498,NA,0.231914908,0.490028514,0.432213675,0.718684682,0.551733878,0.704323512,0.820621556,0.89994566,0.657497532,0.475695414,0.64646177,0.499032164,0.56394005,0.63215382,0.330011922,0.333052882,0.495282174,0.508766552,0.347868226,0.761819412,NA,1.156552496,0.969239857,0.126809047,0.337159644,0.473767411,0.624956906,0.738331629,0.642885934,0.414083888,1.324389145,0.650948757,0.738447637,0.157458723,0.543511544,0.728570613,0.904945793,0.581996985,0.61323607,1.472817695,NA,1,0.243966346,0.332471879
442,NA,D4,NA,612,7701,7922,8226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,LL-M177,D4,98,613,7717,7946,8250,0.479237616,NA,0.316027782,0.560744011,0.469449049,0.729312778,0.5897729,0.705007907,0.818063381,0.897140203,0.710111749,0.435474013,0.604332905,0.434797165,0.595167111,0.669382949,0.339691348,0.343003853,0.520158306,0.563318973,0.394416715,0.813314972,NA,1.475471657,1.23054522,0.059195979,0.514016578,0.353307461,0.616681953,0.773996498,0.601534245,0.45067439,1.348358467,0.741143336,0.393028872,0.205978324,0.56125014,0.727420163,0.933552804,0.607221029,0.619341988,1.759712509,NA,1,0.315160001,0.377142279
443,NA,D4,NA,615,7734,7988,8324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,LL-M178,D4,101,616,7761,8009,8343,0.494593649,NA,0.284613593,0.589105809,0.472623897,0.770600454,0.56663045,0.527292944,0.786562837,0.862594708,0.754919422,0.428002209,0.714067877,0.313681199,0.61322109,0.67738044,0.258942514,0.25845882,0.442866679,0.418251218,0.404089072,0.626661053,NA,1.634515141,1.066878783,0.061207676,0.22975095,-0.7026283,0.563439856,0.833208085,0.727573336,0.41587552,1.9579208,0.770154887,0.401514015,0.201265013,0.376727052,0.692360686,0.949653153,0.539036925,0.547507531,1.014913592,NA,1,0.304736448,0.371153354
444,NA,D4,NA,618,7795,8051,8377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,LL-M179,D4,104,619,7805,8073,8402,0.464455973,NA,0.339073423,0.672659992,0.497440734,0.799175443,0.635090997,0.823866552,0.917383734,1.006061203,0.785789733,0.475776492,0.600677643,0.378900802,0.56717579,0.751316815,0.383588114,0.37260024,0.552638645,0.558076004,0.462145059,0.933154725,NA,1.476101089,0.925396885,0.143402824,0.308221693,0.321068541,0.564173181,0.879687967,0.542795606,0.550756377,9.509527473,0.81829534,0.619191797,0.270319192,0.537250411,0.747698065,1.009276151,0.55773782,0.569922032,3.631946601,NA,1,0.422641927,0.393765511
445,NA,D4,NA,621,7835,8118,8439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,LL-M180,D4,107,622,7855,8143,8453,0.51498138,NA,0.401267406,0.701582875,0.554474941,0.817296714,0.6997839,0.801025745,0.851838381,0.934180011,0.866559061,0.517274465,0.73794287,0.468316985,0.645745744,0.827086986,0.562131266,0.547375426,0.604480123,0.639277872,0.416695812,0.687749299,NA,1.467254463,0.920123749,0.139666856,1.675986205,0.411173654,0.57756452,0.974394477,0.651143031,0.57580512,2.080491453,0.782194465,0.536092909,0.241703766,0.655882308,0.751954785,1.145045551,0.607655835,0.618696981,5.122016648,NA,1,0.440351176,0.396454421
446,NA,D4,NA,624,7883,8187,8509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,LL-M181,D4,110,625,7896,8207,8547,0.365079376,NA,0.476243661,0.568579586,0.476248532,0.653769845,0.836598295,0.705885998,0.640214136,0.702099438,0.771008736,0.604070949,0.588695042,0.314663747,0.582503382,0.681942357,0.637112788,0.627875268,0.521577233,0.618866746,0.390575998,0.897606359,NA,2.673520197,1.155838229,0.159690185,-10.40933448,-4.253480557,0.676357356,0.891270777,1.352317797,1.524612462,-17.46186738,0.62419341,0.292930294,0.305889799,2.252426365,0.899287863,0.977862938,0.471827637,0.476742321,1.928857411,NA,1,0.481845798,0.353438516
447,NA,D4,NA,627,7938,8251,8569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,LL-M182,D4,113,628,7956,8273,8584,0.289021007,NA,0.42289127,0.552083937,0.405895895,0.493561251,0.441977617,0.53636619,0.7745039,0.849370113,0.761977923,0.347210383,0.471865379,0.315537632,0.46398039,0.562652084,0.326553458,0.326342379,0.34635928,0.413772755,0.38294631,0.821603545,NA,1.08829829,0.958207859,0.1027396,0.498007791,0.212657075,0.456531962,0.827542607,0.509635449,0.387928495,1.403073929,0.678389005,0.362918532,0.155026428,0.487462652,0.49927025,0.838101419,0.477569845,0.477371971,2.400460404,NA,1,0.28789611,0.359502113
448,NA,D4,NA,630,7988,8315,8618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,LL-M183,D4,116,631,8015,8337,8634,0.374116711,NA,0.389080477,0.48136738,0.444313559,0.544944889,0.556549256,0.50739207,0.998542983,1.095065585,0.691915103,0.361144484,0.497698368,0.257763411,0.471588935,0.619243479,0.302071888,0.289490338,0.303513132,0.239278346,0.29090902,0.811156657,NA,1.38737477,0.751451699,0.100978893,0.256666297,0.975611801,0.58573832,0.779343499,0.404427437,0.423740134,1.505711071,0.639151413,0.322483002,0.218290686,0.490450506,0.680906621,0.699086789,0.42195143,0.439250331,1.680134746,NA,1,0.559421981,0.310699439
449,NA,D4,NA,633,8047,8377,8664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,LL-M184,D4,119,634,8065,8398,8688,0.314412098,NA,0.341176111,0.43610667,0.391253392,0.462008859,0.551332836,0.419608163,0.633262131,0.694475429,0.610632169,0.31968349,0.470400393,0.242592314,0.411313401,0.555434952,0.327450352,0.317951594,0.38791417,0.41076271,0.232398673,0.819935493,NA,1.752349716,0.607545377,0.065169416,0.453767879,-1.239408385,0.558872298,0.688580496,0.342775598,0.475519642,1.194914394,0.500913007,0.274956909,0.265339096,0.576729246,0.705638104,0.645386698,0.372011444,0.371918273,1.411718132,NA,1,0.587180024,0.27463176
450,NA,D4,NA,636,8108,8442,8724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LL-M185,D4,122,637,8134,8465,8743,0.341234276,NA,0.317824785,0.453717237,0.405948582,0.496182287,0.592586578,0.43451544,0.770347787,0.844812256,0.625910437,0.3558047,0.546454251,0.235262109,0.459417646,0.571894765,0.315991296,0.309381933,0.390932369,0.395405712,0.254801496,0.746765778,NA,1.784193789,0.563857695,0.144279987,0.213381325,54.9404946,0.569274443,0.722956767,0.400457115,0.48128888,1.121708835,0.553137264,0.235115423,0.266753705,0.486243994,0.720175816,0.668048258,0.403000493,0.400427147,1.635971145,NA,1,0.521405101,0.295305307
451,NA,D4,NA,639,8170,8514,8781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,LL-M186,D4,125,640,8185,8535,8807,0.317051376,NA,0.276035306,0.409714222,0.3740297,0.467693712,0.483275127,0.401525748,0.775710581,0.850693436,0.608675222,0.337377877,0.507197325,0.286425529,0.456721195,0.542902676,0.322187607,0.317516198,0.359455236,0.373999007,0.263042281,0.697179567,NA,1.187947839,0.446870638,0.102992195,0.196309208,-0.968807319,0.50294481,0.692439507,0.423199841,0.394141316,0.715983028,0.543999937,0.360218293,0.147644217,0.428439747,0.643332334,0.632029779,0.372817174,0.375633398,1.307393612,NA,1,0.283129762,0.281952372
452,NA,D4,NA,642,8253,8575,8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,LL-M187,D4,128,643,8271,8596,8847,0.295569748,NA,0.258888281,0.407544574,0.359660014,0.44837191,0.451722386,0.421655803,1.065432112,1.168420447,0.590381704,0.294514294,0.467493422,0.269822374,0.426056573,0.495344678,0.301794953,0.305338295,0.323146159,0.339734806,0.223317538,0.6052595,NA,1.039194086,1.641717132,0.050849109,0.649584489,-0.81512658,0.476988338,0.655753629,0.349082544,0.345615831,2.73137775,0.448184819,0.307726599,0.184266911,0.40162079,0.605934132,0.630017057,0.36499184,0.372193079,1.561075272,NA,1,0.239404379,0.247990482
453,NA,D4,NA,645,8303,8641,8887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,LL-M188,D4,131,646,8340,8660,8897,0.303316732,NA,0.286395561,0.438956598,0.382068623,0.462596826,0.488763837,0.442602389,0.725954192,0.796127423,0.632048264,0.313700544,0.458348402,0.246513775,0.431371565,0.546585291,0.334978956,0.318483216,0.330645572,0.3509448,0.244167671,0.769810649,NA,1.245345468,1.314490654,0.16049647,0.374355422,1.880295097,0.546278979,0.747536047,0.357768635,0.40740962,3.817186419,0.443460786,0.2521528,0.205345273,0.504232834,0.663987495,0.666937692,0.399061778,0.398725615,1.72925837,NA,1,0.318593187,0.248886078
454,NA,D4,NA,648,8385,8700,8923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,LL-M189,D4,134,649,8398,8718,8934,0.298948936,NA,0.254184441,0.393086022,0.351565915,0.453948399,0.453777051,0.454785975,0.971732895,1.065663942,0.586669546,0.318733323,0.418616398,0.219601354,0.381139971,0.487309398,0.323735843,0.318057819,0.311491528,0.346269064,0.220060953,0.732379577,NA,1.112902918,0.559379322,0.090040885,0.311845928,1.593531945,0.513081056,0.689342855,0.439883577,0.36269789,4.863546461,0.449232786,0.252344382,0.163127042,0.405511232,0.647131445,0.67667573,0.370930134,0.364784058,2.239329499,NA,1,0.267706737,0.221038414
455,NA,D4,NA,651,8444,8756,8964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,LL-M190,D4,137,652,8482,8777,8973,0.309163592,NA,0.298075302,0.418898441,0.359312178,0.47361367,0.460128217,0.475250232,1.260587463,1.382440187,0.617746388,0.272827236,0.382753233,0.20926936,0.375013358,0.531598477,0.298178963,0.293967143,0.321662409,0.350426997,0.238541548,0.826743733,NA,1.168753338,1.854648567,0.179655955,0.585068651,-0.11796072,0.571882145,0.735636638,0.430384103,0.345020189,1.395037454,0.440492966,0.217087297,0.157430658,0.422513348,0.694497447,0.752811675,0.37666122,0.371566757,2.655784603,NA,1,0.280433904,0.216336618
456,NA,D4,NA,654,8531,8820,9004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,LL-M191,D4,140,655,8552,8841,9022,0.300823,NA,0.405773956,0.443998411,0.394083751,0.46463807,0.52740665,0.458552742,1.019613884,1.118173271,0.757102171,0.302425115,0.390937911,0.263254506,0.381059829,0.499272399,0.292152613,0.307012531,0.269085951,0.323916747,0.305613098,0.917901298,NA,1.685699331,0.562724623,0.146105612,0.363757399,-0.477160197,0.523306503,0.904230924,0.434765889,0.390452009,1.60738333,0.567907428,0.181203714,0.263244247,0.618607695,0.632963937,0.962751111,0.477661348,0.444563563,3.425103826,NA,1,1.012647344,0.280005709
247,LL-M194,D5,2,657,8626,8885,9037,0.293588988,NA,0.372943931,0.497102265,0.379874519,0.455871088,0.448596728,0.439868166,1.172387991,1.285715049,0.703374174,0.294745095,0.400970473,0.236848444,0.394505509,0.500224142,0.285025332,0.267526497,0.307435796,0.348470933,0.286354942,0.927533312,NA,1.300190292,0.975149857,0.112631225,0.291245628,0.318737953,0.507850769,0.853817286,0.462450645,0.414671074,4.092086978,0.540307315,0.249964517,0.618190748,0.510457197,0.596765325,0.859882436,0.493258646,0.463795236,2.697632786,NA,1,0.361919323,0.283867762
