Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
603,NA,D1,NA,23.4,75,244,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,LL-M239,S,24,23.5,76,245,503,-250.0158811,NA,20.49700305,-543.1925317,18.90996056,7.371198757,6.259397021,2.404895448,21.2088631,23.25898481,6.632116962,26.41768469,8.484672706,-101.4638695,10.2813652,7.698338686,19.52303854,18.42064364,14.45668744,12.20735184,21.48707154,7.153536753,NA,8.980372189,2.89308529,-0.634329187,2.268185646,3.611178277,3.711561496,10.78928827,8.339065793,9.276188817,6.805560388,3.65899815,1.614699395,-0.643855724,1.907275745,4.126030345,7.202553844,10.56539151,10.12052671,9.63934881,NA,1,3.610735276,23.75795401
604,NA,D1,NA,24,81,251,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,S,NA,24.5,85,257,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,NA,D1,NA,24.6,86,258,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,NA,D1,NA,25.2,90,266,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,LL-M240,S,26,25.5,94,270,538,63.53313852,NA,18.87012087,91.27666008,18.91554473,8.114547146,6.716140263,2.574874036,9.393099376,10.30106869,6.584408571,20.25608871,9.724230543,69.04759824,9.532189412,7.680142567,20.09572543,18.27253262,16.89754911,12.82767169,20.71251289,7.105998467,NA,22.07054463,2.31717394,-1.107251619,28.55188878,-3.594371464,3.69772699,11.08027369,6.367223547,11.81546445,7.149310891,3.975067253,1.208809317,-0.250947237,1.955059356,3.957400989,7.345079686,10.88266927,10.45531743,28.78786294,NA,1,-5.103428566,24.44147484
607,NA,D1,NA,25.8,98,274,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,NA,D2,NA,26.2,103,280,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,S,NA,26.5,107,284,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,D2,NA,26.8,110,288,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,NA,D2,NA,27.4,113,299,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,LL-M241,S,28,27.5,114,300,571,32.40831826,NA,20.69626159,161.0083216,19.98623593,7.851288935,6.415181144,2.436987881,8.469187958,9.287848817,6.813431474,22.02317875,9.202124201,73.8610125,8.673015211,8.318634227,19.64716013,19.99046303,14.05312835,11.84092771,20.60574735,7.219694439,NA,22.94339102,2.049108719,-1.30986725,4.001760789,7.119429976,3.403499249,11.29199866,7.557958532,11.55482917,6.245826549,3.716526293,1.508594088,-0.672492021,1.702439324,3.440172277,7.489100855,10.91981148,10.29638752,5.011941008,NA,1,-10.57369758,24.59050829
611,NA,D2,NA,28,120,306,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,S,NA,28.5,124,313,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,NA,D2,NA,28.6,125,313,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,NA,D2,NA,29.2,130,321,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,LL-M242,S,30,29.5,131,325,616,25.49936054,NA,19.8176725,103.8678325,19.54848194,7.790450492,6.777218898,2.756126796,8.490707762,9.3114488,6.613512703,18.23494332,9.103086732,76.03509283,7.601009285,7.433184779,19.09115708,17.8086438,13.50123572,11.32779354,20.92593804,6.776711507,NA,31.58355467,1.755975051,5.561527618,3.764399268,4.095937116,3.467211966,11.19024359,8.138162977,11.11066075,6.583572575,3.799524025,1.069397939,-0.706807442,1.874723191,3.143751379,7.493160615,10.86958335,10.12284314,34.31961359,NA,1,-20.02060979,24.3947863
614,NA,D2,NA,29.8,132,328,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,NA,D2,NA,30.4,140,335,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,S,NA,30.5,141,336,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,NA,D2,NA,31,147,345,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,LL-M243,S,32,31.5,151,352,645,24.49521114,NA,18.91534848,64.36658107,19.70444518,7.788960099,6.855193351,3.101472472,6.96906748,7.64272153,6.702565189,18.17521928,9.342084542,70.32933444,7.87236607,7.600431437,18.5524337,17.62691064,13.72428245,11.55477805,21.44058052,6.82330859,NA,90.65034289,2.041182366,3.545256067,12.20486288,-15.69251021,3.847950307,11.35317315,6.938234794,11.26373859,8.650445359,3.632019583,1.151009938,-0.601192894,1.983976369,3.643951493,7.522821732,10.88407225,10.48422965,29.30196836,NA,1,-3.640492123,25.27363024
617,NA,D2,NA,31.6,153,353,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,NA,D2,NA,32.2,159,360,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,NA,S,NA,32.5,163,364,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,NA,D2,NA,32.8,166,367,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,NA,D2,NA,33.4,169,375,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,LL-M244,S,34,33.5,170,376,670,26.23674601,NA,19.72989593,244.7133475,20.64992131,7.703768807,6.555051787,3.236990174,15.01470022,16.46607283,6.898292357,18.44151805,9.239721758,78.00809647,7.867846335,7.69267322,18.76754156,17.42892654,14.72800062,11.11236512,21.34009443,6.841729299,NA,32.36010001,2.396777799,-2.795104485,-241.2273589,-7.793684591,3.755954556,11.48603443,7.084711552,10.58978084,5.280718211,3.642682358,1.089231358,-0.49057367,1.901261907,3.375938715,7.721570556,10.83060186,10.24997213,11.04245882,NA,1,-5.009116673,25.08613645
621,NA,D2,NA,34,174,382,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,NA,S,NA,34.5,177,389,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,NA,D2,NA,34.6,178,391,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,NA,D2,NA,35.2,183,400,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,LL-M245,S,36,35.5,187,403,695,26.16291596,NA,17.53502966,49.61485461,18.68452515,7.810795183,6.959897021,2.832665705,6.424449343,7.045458729,6.539458183,20.08595612,9.799172738,51.28810078,8.353562043,7.151236392,19.20291881,18.64440033,13.52965937,11.754024,20.58435523,6.562918671,NA,146.3780913,2.102863122,-1.758022453,12.78064735,-9.949783434,3.98396914,10.78056346,7.427485666,12.15670168,9.119980537,3.8024668,1.046884283,-0.643636514,2.093550525,3.898820059,7.089071476,10.70996979,10.25441694,71.69121136,NA,1,-3.961436565,25.58701261
624,NA,D2,NA,35.8,190,407,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,NA,D2,NA,36.4,198,415,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,NA,S,NA,36.5,199,416,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,NA,D2,NA,37,204,422,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,LL-M246,S,38,37.5,209,428,725,22.98297635,NA,18.92102804,50.45945179,19.07814253,7.661447466,7.114673782,2.900229667,8.336981268,9.142862573,6.72006769,17.46637601,9.497957473,61.10075536,8.161083656,7.625754335,19.40032563,18.78176112,13.04349283,11.84232202,21.58392709,6.980209789,NA,121.323707,1.984240673,-0.843087532,17.89777603,-3.727929279,3.874348049,11.58084932,7.272728094,12.99151635,6.82447523,3.8809953,0.99474493,-0.774193745,2.221214253,3.38938766,7.29597218,10.90205295,10.30656081,92.28743742,NA,1,-2.189388567,25.80907118
627,NA,D2,NA,37.6,210,429,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,NA,D2,NA,38.2,218,436,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,NA,S,NA,38.5,221,440,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,NA,D2,NA,38.8,224,443,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,NA,D3,NA,39.2,229,447,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,LL-M247,S,40,39.5,231,451,771,20.41802538,NA,18.36066219,55.77940473,18.77129128,7.692936737,6.329511712,2.922760376,13.41015713,14.70642907,6.88958501,17.29360085,9.400819269,80.62035264,7.886431801,7.470350703,19.20191321,17.43736497,13.97462248,12.11732154,21.36699518,6.794195284,NA,53.7048298,1.910712101,-4.32036402,4.352443954,-2.052978834,4.105785609,11.22017701,7.003797983,11.67807784,8.235022851,3.886007657,1.10259694,-0.833609228,1.960975977,3.275620977,7.394069284,11.03410013,10.60493256,222.8905758,NA,1,-2.909534643,25.17767415
631,NA,D3,NA,39.8,233,454,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,D3,NA,40.4,238,461,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,NA,S,NA,40.5,239,462,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,NA,D3,NA,41,246,468,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,LL-M248,S,42,41.5,252,474,800,23.00782272,NA,18.81007726,49.36006529,19.93303029,7.944582407,7.131482616,3.20689105,22.56372947,24.74481723,6.838733957,18.79970981,9.62427711,63.2962942,8.143495115,7.374781186,18.30259561,17.58002829,13.81003592,11.73090979,20.59531465,6.880739976,NA,464.4387512,2.15615396,2.970220672,4.571075445,2.558601285,4.486300121,10.99036867,7.854285358,12.46498833,4.321071417,3.546514786,0.988820433,-0.625237255,2.149837343,3.698329653,7.290723279,11.05368543,10.5719016,37.70359161,NA,1,-4.308468295,25.00075616
634,NA,D3,NA,41.6,253,475,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,D3,NA,42.2,259,482,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,NA,S,NA,42.5,261,486,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,D3,NA,42.8,264,491,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,D3,NA,43.4,270,498,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,LL-M249,S,44,43.5,271,499,828,21.890716,NA,17.77379485,39.29471823,20.7079645,8.019965178,7.394119591,4.418277624,34.21109736,37.51805978,7.15165301,17.39668693,9.740747339,48.90016728,8.387780421,7.772525824,17.08594875,16.40460622,14.61762389,11.85346217,20.90880105,6.759750344,NA,-47.43168087,2.226130121,-1.111829286,6.767591642,-10.47592982,4.86878108,11.03103822,8.533930745,13.77309155,5.086631071,3.684392249,1.0784127,-0.707026353,1.960792758,3.696436819,7.31117212,10.98289574,10.45572485,243.4097798,NA,1,-3.590099674,24.21855967
638,NA,D3,NA,44,274,505,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,S,NA,44.5,278,511,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,D3,NA,44.6,279,513,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,D3,NA,45.2,286,519,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,LL-M250,S,46,45.5,293,524,852,35.07693094,NA,18.0617876,155.2936996,20.565819,7.865459072,6.289453963,4.743045249,-39.94871288,NA,6.893200113,18.88196685,9.24538522,69.61764403,8.791956895,7.747890343,17.14814249,16.88306297,14.8358151,11.91249566,20.79214634,6.820397478,NA,138.9959347,1.816047881,-1.390773136,8.478483827,-2.771594381,5.091874501,11.12175031,8.093893663,10.3939935,8.951429444,3.743749191,1.135554281,-1.052858067,1.854560257,3.748558532,7.352095041,10.86841847,10.46915093,-130.5133137,NA,1,-10.72743569,25.22934476
641,NA,D3,NA,45.8,300,529,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,D3,NA,46.4,309,535,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,S,NA,46.5,310,537,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,D3,NA,47,315,544,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,LL-M251,S,48,47.5,321,549,880,83.12465023,NA,17.74958508,38.17142846,20.89781633,8.063577037,7.422668317,5.120416566,-57.50019921,NA,7.25344369,24.41323011,9.763634602,63.10079557,9.344752275,7.833858309,17.77278152,16.95604227,16.10673735,12.89366452,20.29857814,6.745696809,NA,-179.6742462,1.977433672,-0.843616113,59.66983605,2.115720901,5.552752998,10.66754142,9.400827512,11.74628205,233.0489061,3.667540557,1.096316465,-0.806495877,1.889549181,4.230036172,7.354339956,11.24206388,10.56682749,-97.73772361,NA,1,-29.7910065,25.08154281
644,NA,D3,NA,47.6,322,551,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,D3,NA,48.2,328,558,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,NA,S,NA,48.5,331,561,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,D3,NA,48.8,333,565,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,D3,NA,49.4,338,571,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,LL-M252,S,50,49.5,338,573,909,38.00364942,NA,16.66320812,37.18167338,20.39957231,8.133186792,8.004445022,4.710829759,80.69100205,88.49087205,6.762720003,19.29621704,9.703890457,38.83220813,8.541473146,7.454422451,17.69728568,17.06508703,16.46219638,11.91567569,20.13656102,6.584588243,NA,-31.58355465,2.159464792,-5.778181508,8.413762581,6.837535398,5.477177633,10.07796034,8.235680609,13.7518039,10.38080734,3.614854422,1.07197479,-0.431859346,2.331177507,4.53840142,7.021188811,10.61855077,10.16885607,-286.3503786,NA,1,-5.243917423,24.87311536
648,NA,D3,NA,50,343,579,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,S,NA,50.5,351,586,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,D3,NA,50.6,352,586,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
