Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U,ResMinMatterPct,DensDB,SedRate,OrgPct,S_V,C_V,AdAl_v,AdAl_s,L8,Bd35,C_pct,C_mol,N_pct,N_mol,CN_pct,CN_mol,d13C,HasLignin,HasMetals,HasCN,HasLOI,HasBDens
1,LL-M227,S,1,0.5,-64,-52,84,0.100191924,0,4.415866297,229.0101129,551.3206421,2088.657048,1701.672367,216.8174448,460.1406898,460.1406898,8057.763231,0.258696609,61.49345624,-3.329128493,3.101178612,21.89379088,1712.274687,1892.514127,0.464381618,2.777807851,15.37336406,54.60194821,0,-2.412027809,1.171556365,-5.990310823,0.153203525,-2.003838488,2.104560528,22.68896489,0.710355443,0.232190809,-0.090649836,0.964811124,0.003684306,0.150552945,0.049936927,0.121396564,56.72241222,2.237089529,3.572981854,0.938305324,0,12.82880725,-0.007792705,0.122456796,NA,0.005440313,0.000418486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
2,LL-M228,S,2,1.5,-62,-39,138,0.016215617,0,5.233859026,37.61836175,490.6742837,2341.217296,1831.850659,257.0198629,426.1856635,426.1856635,9579.831253,0.369173985,68.22709087,-1.084156513,3.715105291,22.85140235,1752.408156,1986.062577,0.528058991,2.766468342,16.91658007,59.81553173,0,-1.663619476,1.495388293,-2.187005379,1.434638144,0.028225454,2.252428617,27.05718193,0.446279944,0.230850568,0.395810589,1.154252839,0.006822709,0.067292473,0.050469355,0.113556049,63.08669362,2.635621867,4.084279276,2.289813324,0,15.51465354,-0.00145333,0.141594579,NA,0.019268068,0.001482159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
3,LL-M229,S,4,3.5,-58,-13.5,208.023,-0.013902387,0,3.465522681,11.48458098,338.8958807,1684.40521,367.909559,246.2132974,70.51935687,70.51935687,4875.909818,0.181335489,52.38580796,-1.410387137,2.744210402,16.32019402,1100.101967,1168.606485,0.37314814,1.881859409,11.04131645,38.16104626,0,-1.680375532,0.854291638,1.73276134,-0.459383239,-6.689264709,1.769028438,13.25763909,0.296584267,0.194633425,0.273212137,0.785787119,0.003413137,0.024903407,0.03699244,0.086235099,38.96698177,1.853651666,2.905397503,1.269348424,0,10.51745837,-0.004835613,0.105980519,NA,0.038392969,0.003338519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
4,LL-M230,S,6,5.5,-55,10,260,0.069195655,0,5.421060839,39.13741484,546.5134504,2494.569459,1423.579391,333.6376467,417.8183476,417.8183476,5994.018488,0.236234846,67.43270799,-0.294412085,3.984259348,25.65087324,1401.542558,1546.985654,0.608216582,4.715882193,15.86651953,58.17723827,0,-1.317802594,1.313395228,-0.144561622,1.427986758,-2.485754726,2.230127467,16.30725618,0.349504166,0.196127811,0.142798676,1.093026901,0.007889186,0.055973555,0.045836612,0.121643316,51.56618847,2.679678854,4.173776109,0.912324873,0,14.54430957,-0.006919565,0.145002359,NA,0.020196902,0.001836082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
5,LL-M231,S,8,7.5,-51,32,306.023,0.026486998,0,5.02423712,20.34084348,492.6679117,2175.543452,1165.818128,316.5757175,112.1917027,112.1917027,5024.23712,0.198530535,63.41270151,-2.204810853,3.268193078,21.36520251,1107.283326,1219.475029,0.473644101,2.351147856,13.26788832,45.9985981,0,-1.956037947,1.370689933,-1.68775344,-0.668272316,-1.814578843,1.960915847,13.65812033,0.315600138,0.185360204,0.624371215,0.921923122,0.003897442,0.024487059,0.038389074,0.095119052,43.94988005,2.326758355,3.634035587,0.941434722,0,12.87765631,-0.010389927,0.128288773,28.95204263,0.031493059,0.002863005,71.04795737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
6,LL-M232,S,10,9.5,-48,53,348,0.037080742,0,5.550149714,4.14825845,531.0919123,2387.521299,1368.398981,317.2197638,96.17069763,96.17069763,5502.303596,0.199518313,68.41994906,-1.267922133,3.411428229,24.30582806,1196.152956,1349.260534,0.483245794,2.559767325,14.49737382,48.80304059,0,-1.382752817,1.598060349,-3.420997453,-0.071769177,1.588491125,1.856429387,15.64568066,0.325353604,0.159806035,0.309564385,1.004768483,0.00665061,0.026937365,0.044305505,0.102390693,49.75996295,2.722444127,4.220027627,0.511953465,0,15.64568066,-0.007990302,0.141146049,29.26008969,0.034866193,0.003169654,70.73991031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
7,LL-M233,S,12,11.5,-44,75,392,0.113942651,0,5.551982688,23.29655481,511.6533065,2384.086684,1251.917665,330.2159638,319.6925979,319.6925979,5515.695219,0.257641027,65.31744339,0.776551827,3.846471666,24.20374152,1164.82774,1233.773931,0.515282053,2.739703875,15.31331173,51.52820534,0,-0.6350307,1.440612501,2.336912974,-0.522539547,-8.708992451,1.839774655,14.62384982,0.319329723,0.160753486,0.032985309,1.041450347,0.006930906,0.041367714,0.04027909,0.100153413,46.08508506,2.736075129,4.209346352,0.482623332,0,15.02301198,-0.003556172,0.146238498,29.88004362,0.03109848,0.002827135,70.11995638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
8,LL-M234,S,14,13.5,-40,96,430,0.092426576,0,5.614698513,15.72115584,531.2368593,2656.184297,1399.355629,335.1543113,79.03767907,79.03767907,5614.698513,0.231066439,70.39968136,0.660806825,3.999392941,24.22958358,1213.638679,1325.932649,0.531236859,2.936919222,17.10323547,59.17028433,0,-0.79469579,2.405682363,-3.977797947,0.399075494,3.053532191,2.198370418,14.98692603,0.343360409,0.200401547,0.26605033,1.088387712,0.005787458,0.03874142,0.058306485,0.142526962,45.34948799,2.850539245,4.491758811,3.459518084,0,15.28925595,-0.003196059,0.15073306,30.13059701,0.029474766,0.002947477,69.86940299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
9,LL-M235,S,16,15.5,-35,116,470,0.081954136,0,5.436561515,30.55023,515.2562032,2580.338152,1326.683295,337.9593837,65.31988088,65.31988088,5558.275578,0.253165253,70.18844343,2.361252837,4.138278168,23.45024295,1184.683554,1326.683295,0.555827558,2.92113753,18.33825227,66.13130798,0,-0.389890718,2.089424761,-1.192797825,-0.292113753,-1.460568765,2.324738618,15.21425797,0.450342036,0.23450243,0.555827558,1.261769128,0.007383987,0.040571355,0.072217011,0.15335972,44.2227765,2.872451905,4.503420359,2.044796271,0,17.16168299,0.005842275,0.161068278,28.2967033,0.027110779,0.002711078,71.7032967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
10,LL-M236,S,18,17.5,-30,136,502.023,0.066122161,0,5.427938624,6.020077383,523.0559038,2625.148498,1529.691794,354.2963575,50.82524348,50.82524348,5625.31821,0.234388259,71.55010005,1.070784256,4.001871113,22.99472181,1169.474049,1317.508739,0.547728352,2.975497264,19.14581987,65.13526349,0,-0.991832421,2.136634022,1.514888325,-0.414003682,-1.717202401,2.417899933,14.90215877,0.450518906,0.29113489,0.759911407,1.233622415,0.008043218,0.031778113,0.09079461,0.170239893,44.95320079,2.866938491,4.47064763,0.700697531,0,17.12267911,0.002057682,0.161357812,29.22155689,0.031761932,0.003176193,70.77844311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
11,LL-M237,S,20,19.5,-24.023,155,537.023,0.134678543,0,5.843810325,20.04697847,510.8496443,2565.858441,1366.135791,376.1711017,68.50029322,68.50029322,5534.20448,0.295286575,70.04832244,2.894814651,4.063576716,22.02071573,1118.451115,1304.214622,0.565030667,3.258601519,18.46024851,63.08219093,0,-0.464408768,2.395575226,-0.046053869,0.119972265,1.404836522,2.233032157,14.82237983,0.410227745,0.255037815,1.219073015,1.292604403,0.009249475,0.054181023,0.076240439,0.138161608,46.05386945,2.859983994,4.527985484,0.402487599,0,16.52521198,0.003270212,0.157511974,29.23076923,0.02995315,0.002723014,70.76923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
12,LL-M238,S,22,21.5,-19,176,566,0.0263596,0,4.662242175,15.82472585,452.775442,2236.979659,1367.292176,335.7710951,40.97393604,40.97393604,4707.071427,0.218318456,61.41607481,0.288252088,3.097701292,18.60413945,945.8972106,1031.072789,0.493121769,2.528369795,14.74882381,52.00193196,0,-1.174526394,2.062145578,-0.636575374,0.663472925,3.164945169,1.860413945,12.77633673,0.384634979,0.237146741,0.059622905,0.945897211,0.005693315,0.031335647,0.06231266,0.113866299,40.03252176,2.313189387,3.684964489,0.690370476,0,13.67292176,0.001255219,0.134936048,29.38530735,0.032009854,0.003200985,70.61469265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
13,LL-M239,S,24,23.5,-13,195.5,600,-0.009046993,0,4.413401031,-0.82332427,394.9084437,1967.362065,1531.766084,306.8318938,13.73802707,13.73802707,4164.489042,0.181897223,56.96255127,-1.06744949,2.441252197,16.0356762,794.6036563,895.1258056,0.411183458,2.177979901,13.1157471,44.46908414,0,-1.593994082,1.273280558,-5.648387436,1.579633775,-2.52262727,1.50304547,11.58398101,0.285291433,0.238859774,0.588772589,0.880765499,0.004116621,0.031736279,0.056005197,0.096692734,37.384666,2.13489898,3.30287062,0.813750732,0,12.30199637,-0.004882504,0.119669225,29.53586498,0.044329126,0.004666224,70.46413502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
14,LL-M240,S,26,25.5,-8,215,632,0.040558861,0,5.461391193,5.581863057,449.7616276,2035.974511,1626.370171,326.4787529,35.3384136,35.3384136,4778.717293,0.270258549,56.62177633,1.786999324,2.999749427,18.31172341,879.4446112,1028.026577,0.400769736,2.361248545,15.50071324,50.99975599,0,-0.738894103,1.811093697,-3.686439055,0.142959946,2.88730902,1.718731934,12.85033222,0.425667255,0.213636773,0.638500882,0.923617628,0.006264537,0.092763336,0.062243797,0.114849844,41.76357971,2.361248545,3.642266038,0.310415838,0,14.01489358,0.003935414,0.132519051,29.5264624,0.045862052,0.004169277,70.4735376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
15,LL-M241,S,28,27.5,-2,235,659.023,0.072399589,0,4.534115701,2.881357397,387.5937615,1916.029538,1550.375046,314.0972086,35.68787842,35.68787842,4205.026658,0.226340131,54.48251931,1.521122687,3.002023379,15.39405411,819.066062,855.6315112,0.43878539,2.329219114,14.18739429,45.7068115,0,-0.647208451,1.864837909,-2.837478858,0.92876241,-1.327325806,1.700293388,11.48155105,0.326529461,0.198916044,0.665491175,0.89951005,0.004570681,0.031519417,0.0650865,0.120300328,37.29675818,2.142735323,3.367677871,1.623505944,0,12.76134177,0.001729546,0.119934673,26.17026379,0.049542469,0.004503861,71.10311751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
16,LL-M242,S,30,29.5,5,256,686,0.125995661,0,6.483718321,6.115847778,542.609051,2644.069528,2009.492841,380.2861738,48.74284695,48.74284695,5931.912506,0.374308278,75.41346132,2.023287987,4.690349423,23.58969857,1154.193829,1315.137191,0.625379923,3.333826796,19.12926824,66.67653592,0,-0.64377345,2.979751398,0.915077976,1.351924246,-3.159088288,2.285395749,15.86441717,0.415233875,0.283260318,0.864495776,1.204776028,0.008828893,0.041063549,0.080931519,0.180256566,51.04203784,2.947562726,4.690349423,0.324645754,0,17.47385079,0.00125076,0.165541744,28.18585635,0.038305673,0.003830567,70.05524862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
17,LL-M243,S,32,31.5,13,275,711.023,0.138377219,0,7.166768004,10.41209691,567.9325588,2790.08138,2095.941586,356.5354397,62.65287752,62.65287752,6175.139726,0.396200571,77.52730167,2.307789445,4.777845336,24.3399668,1253.05755,1401.801792,0.649065781,3.448161964,19.69734351,69.86471953,0,-0.236638566,2.704440756,1.514486823,0.439922363,0.869928443,2.172567407,16.49708861,0.513843744,0.294784042,0.694139794,1.329683372,0.00865421,0.050933634,0.080682483,0.164069406,53.638075,3.105599468,4.777845336,0.401158712,0,18.43527115,0.007256916,0.168576807,27.57826725,0.035571549,0.003557155,69.75036711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
18,LL-M244,S,34,33.5,20,295,732.023,0.125954337,0,6.69869509,2.670043254,528.3477818,2750.2389,2136.978082,333.0477981,28.35151936,28.35151936,5849.564727,0.380693446,76.42173272,2.028478091,4.660782218,23.44543282,1207.652073,1382.195536,0.589673864,3.495586663,19.29412882,67.93042908,0,-0.646282554,2.245478072,-1.872804191,-0.021699998,1.707695509,2.169999818,15.89760736,0.490608654,0.305686931,1.108586864,1.292565109,0.008915869,0.060854343,0.082082602,0.172656507,50.94782181,3.042717136,4.764564818,1.037826,0,17.97325936,0.005141956,0.165580421,28.21307028,0.036451497,0.003313772,69.54377312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
19,LL-M245,S,36,35.5,29,316,759.023,0.124676006,0,7.439682983,12.99900653,576.3710443,2677.468326,1986.640621,375.6631133,65.40380644,65.40380644,6090.729475,0.345005079,71.12663951,3.045364738,4.333002177,24.89432383,1165.005302,1275.374226,0.633599375,3.262014846,19.74377407,69.90031814,0,-0.141026958,2.526222024,-2.939083552,0.404277279,1.320339343,2.019342524,16.71884802,0.461914383,0.262841547,0.633599375,1.222233633,0.009156533,0.045782665,0.073579282,0.147567338,54.7756879,3.037189262,4.700898588,0.157786683,0,17.7407825,0.006417749,0.160239326,29.64763006,0.036189607,0.004021067,69.8265896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
20,LL-M246,S,38,37.5,38,334,795,0.174120623,0,8.458700743,15.68074933,692.525207,3348.854037,2384.265356,450.1413846,61.83260777,61.83260777,7271.514674,0.486746288,90.02827692,3.136149866,5.441269484,28.64086392,1414.730066,1553.235107,0.806297205,3.972126723,23.10066226,80.62972053,0,-0.208746884,3.284548125,-7.518845105,0.354177177,4.323335935,2.54750344,19.09390928,0.578753209,0.301743126,1.038787811,1.469142761,0.011822395,0.046695985,0.085081668,0.208252223,65.29523381,3.66049038,5.738066001,0.150376902,0,21.76507794,0.014246233,0.19489638,30.29513889,0.035491236,0.003549124,69.70486111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
21,LL-M247,S,40,39.5,48.977,356,815.023,0.169026944,0,7.517496697,12.23344183,607.0028389,2876.259606,2311.28004,385.2133401,33.15169351,33.15169351,6116.720915,0.423968137,78.4434438,2.049801894,4.856022711,25.21396408,1232.682688,1442.799056,0.649026112,3.347854119,20.12447874,71.43956489,0,-0.406691902,2.941629142,-1.265367456,1.256028951,6.77041628,2.073148157,16.99607949,0.518287039,0.289493662,0.742411165,1.265367456,0.009198428,0.037400713,0.083112696,0.185836254,55.56410602,3.119060741,4.809330185,0.053696405,0,18.77039548,0.00924512,0.172295421,28.89592476,0.036640057,0.003664006,68.96551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
22,LL-M248,S,42,41.5,58,376,842,0.134878349,0,6.59810301,12.43068026,513.9958698,2504.362855,1844.552554,315.6882434,17.71645338,17.71645338,5540.948384,0.350683707,68.89731872,2.347612342,4.228618503,22.96577291,1162.870088,1286.812355,0.590548446,3.109492744,18.77360801,63.42927755,0,-0.042286185,2.343966981,1.654993794,1.07538143,-4.884783444,1.706028844,15.60214413,0.415571129,0.243874636,1.272230912,1.246713386,0.009222763,0.044837938,0.068168247,0.148001648,50.67051483,2.799637078,4.337979327,0.285431749,0,16.87802041,0.005613856,0.156021441,30.75170843,0.038466298,0.00384663,69.24829157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
23,LL-M249,S,44,43.5,68,398,865.023,0.169178113,0,8.333278331,18.63471787,590.4483641,2960.616975,2123.101565,273.4487814,13.94463158,13.94463158,6323.241346,0.452258321,81.23899478,3.626441726,4.899465149,26.00485348,1486.589853,1645.717781,0.665824751,3.672505073,22.06853106,77.05141773,0,0.494134092,2.709362352,-5.276347084,0.866828449,1.423776197,1.876034519,18.55096633,0.456445899,0.263398596,1.289773732,1.432151351,0.010092061,0.047319621,0.089195391,0.176715752,60.30110953,3.362624372,5.234471313,0.052763471,0,20.14224561,0.008040148,0.192209787,27.96611296,0.038504709,0.003850471,69.76744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
24,LL-M250,S,46,45.5,77,419,892.023,0.100662314,0,7.818432189,4.495598509,566.8363337,2878.16035,2379.735298,242.8600499,-11.38559188,0,6254.745751,0.397274086,81.60488597,2.428600499,4.456506348,24.8723874,1412.204314,1524.594277,0.625474575,3.484088844,21.15863211,72.80914976,0,-0.160766512,3.166465037,-4.021606057,0.659680216,5.130846124,1.710282041,17.54260722,0.458844239,0.33277202,0.698772377,1.343793033,0.009137793,0.030296425,0.08991197,0.166141684,57.17228538,3.239762838,4.984250521,-0.093821186,0,19.20402406,0.002565423,0.175914724,29.19784076,0.031122923,0.003458103,68.9608637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
25,LL-M251,S,48,47.5,88,438,919,0.042947295,0,8.043949738,18.49183848,564.0010736,2838.497206,2038.725192,227.4496133,-7.997720142,0,6009.847505,0.310662886,78.12801757,2.709054337,4.239253971,24.87152275,1377.641967,1534.822594,0.582492912,3.254563572,21.9128286,74.42964988,0,0.125744502,2.940202318,-6.703291448,0.094770672,-6.795750641,1.58567515,18.49183848,0.399423711,0.2977186,0.027136773,1.386887886,0.009569526,0.039988601,0.089223121,0.1488593,57.78699524,3.166727339,4.992796389,-0.126669094,0,19.4164304,0.000933838,0.178908537,31.25778331,0.039838598,0.00398386,68.74221669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
26,LL-M252,S,50,49.5,100,458.5,948,0.105814418,0,9.651691666,21.38425264,650.8250802,3170.005153,2129.570501,278.4822962,6.419703173,6.419703173,7260.905657,0.44273815,88.54762997,4.958667278,5.224310168,29.44208696,1558.438287,1717.824021,0.641970317,3.966933822,24.88188402,85.89120107,0,0.805783433,3.032756326,-1.102417993,0.757082236,-2.368649102,1.810799033,22.04835986,0.513576254,0.286451583,0.686244132,1.585002576,0.01102418,0.084120248,0.08146382,0.156286567,68.18167507,3.776556418,5.844143578,-0.048701196,0,21.8712646,0.005976965,0.203216811,31.38173302,0.038693269,0.003685073,68.61826698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
27,LL-M253,S,52,51.5,111.977,479,972.023,0.077836072,0,8.064458986,24.47422876,553.6792737,2700.189501,1881.707097,236.7179503,16.0486746,16.0486746,6098.496348,0.373934118,77.03363808,3.534720581,4.654115634,24.31374202,1307.96698,1484.5024,0.557691442,3.261893112,21.30461553,73.82390316,0,0.858604091,3.281953956,1.448392883,0.002315021,0.014203077,1.448392883,18.45597579,0.361897612,0.245945938,0.489484575,1.299942643,0.010511882,0.063793482,0.08706406,0.133605216,57.77522856,3.097394198,4.81460238,0.826506742,0,18.45597579,0.001600855,0.168109866,27.80022371,0.039199588,0.00435551,69.91051454,NA,NA,NA,NA,NA,NA,34.01639891,408.1967869,2.79231325,39.0923855,12.18215718,10.44184901,-19.36328509,FALSE,TRUE,TRUE,TRUE,TRUE
28,LL-M254,S,54,53.5,125.977,497,995.023,0.073405572,0,8.070320223,22.36508956,562.3467815,2622.854073,1884.505627,214.6361762,3.434178818,3.434178818,6095.667403,0.34127152,75.55193401,3.065004596,4.378577994,23.60997938,1236.304375,1390.842421,0.52371227,3.00919919,20.17580056,69.11284872,0,0.66966487,2.476901473,-2.695830373,0.172567486,-6.224449109,1.553965915,19.18847415,0.391067113,0.234382704,0.802739299,1.266353439,0.008242029,0.037174986,0.076839751,0.142089149,58.38103991,3.155151789,4.764923111,0.283749025,0,18.1582205,0.000242968,0.167416217,12.73062731,0.040090012,0.004009001,87.26937269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
29,LL-M255,S,56,55.5,139,517,1015,0.073662973,0,8.542858634,30.69290527,572.9342318,2854.44019,2235.466601,229.1736927,1.468143969,1.468143969,6036.27137,0.344272087,78.26690844,1.606262043,3.734303475,23.22429832,1299.33299,1416.989127,0.532010358,3.197177633,21.17810464,72.63987581,0,0.167787882,3.284140864,-6.803594002,2.194542727,-15.85800106,1.539760748,20.00154327,0.386219058,0.267539824,0.503363646,1.268640085,0.006803594,0.028237473,0.092590264,0.147837494,62.40890739,3.222755054,4.982481623,1.938768516,0,18.51805285,-0.002184312,0.178018851,31.76733781,0.041060748,0.003732795,68.23266219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
30,LL-M256,S,58,57.5,151.954,537,1037,0.03881655,0,9.066639468,39.00543854,571.3871748,2762.491713,2025.827256,182.277231,-14.26106833,0,6091.648392,0.377304424,79.33309534,2.814436001,4.476653237,23.42215196,1284.440591,1435.551249,0.514720678,3.211101478,22.00548954,71.77756245,0,0.110027448,2.134438041,-5.00554054,0.352276721,-6.799979601,1.388329169,19.97494008,0.424998725,0.277665834,0.717775625,1.208885262,0.007508311,0.101055252,0.07602755,0.141194021,62.33314634,3.234712518,5.00554054,0.930274987,0,16.48050612,-0.001629162,0.184638335,31.1965812,0.039510363,0.00439004,68.8034188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
31,LL-M257,S,60,59.5,165,556,1055.023,0.046378477,0,8.958916049,34.05378034,559.3135434,2771.81933,2049.166433,144.0356116,-24.40190946,0,5989.109624,0.408348383,79.68980574,2.360996108,4.400263187,21.82807723,1311.664504,1470.05418,0.529615479,3.227189649,20.88763852,72.76025742,0,0.034449755,3.192541907,-6.137599945,0.925589669,-5.14766447,1.316614182,20.9371353,0.414782964,0.272727223,0.668206446,1.222570312,0.00598911,0.030589006,0.073750193,0.128196644,63.3558704,3.16779352,4.929878666,0.171258837,0,15.29450309,-0.005939613,0.180168256,28.03836317,0.038026324,0.003456939,69.05370844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
32,LL-M258,S,62,61.5,179,575,1080,0.050985594,0,9.517310879,36.51539684,568.1251902,2835.77018,2180.241115,108.7692672,-15.2956782,0,6118.271279,0.43313476,77.6923337,3.85548206,4.904328565,22.57933448,1019.71188,1116.827297,0.495288627,3.17567414,21.94808427,61.18271279,0,-0.883750296,2.010289135,2.427885428,-0.077692334,-8.060579622,1.141106151,22.23943052,0.454500152,0.282120287,0.408855906,0.942019546,0.002539568,0.000158298,0.0453529,0.103427919,65.06732948,3.350481891,5.001443982,-0.039088955,0,7.526444828,-0.01568414,0.174807751,30.11152416,0.036154689,0.00328679,69.88847584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
33,LL-M259,S,64,63.5,190.977,597,1099.046,0.010364382,0,9.39272124,41.9973398,556.0059125,2839.408835,2126.857568,65.31719943,-49.87858866,0,6099.870691,0.339541475,63.15795317,3.616737489,3.75169038,22.67208575,1047.234437,1165.992982,0.31363052,1.576249771,19.48719752,55.60059125,0,-2.143051915,0.707153151,-2.499327548,-0.917679661,-5.775983751,0.955466471,22.88801038,0.263967856,0.070715315,-0.098785516,0.842106042,0.000599191,-0.024777351,0.011497986,0.092847589,66.39682256,3.427803441,5.139006104,1.862349901,0,5.775983751,-0.030013523,0.144129688,28.63151515,0.036482923,0.003648292,70.90909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
34,LL-M260,S,66,65.5,205,617,1119,0.162283613,0,10.10883602,63.13181116,565.4751183,2784.771302,1828.111341,73.58922773,-7.823696843,0,5848.407046,0.355552163,62.35718771,4.725203044,3.753050614,24.24571398,1041.86854,1123.204002,0.335799265,1.785507052,19.52051093,122.7778168,0,-1.371083506,1.270382458,-1.479530789,-0.770750333,1.328479216,0.917928788,22.61900473,0.256400362,0.068166864,0.008017353,0.859832029,0.003032651,0.003481932,0.00728146,0.07862428,66.61761668,3.334753951,4.918858906,-0.248266816,0,6.196987598,-0.018862081,0.149889638,27.2982659,0.038344083,0.004260454,71.38728324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
35,LL-M261,S,67,66.5,210,626,1129,0.086281065,0,8.743147943,46.78351093,540.6946754,2676.630379,1721.786591,69.40832359,-18.40662725,0,5752.071015,0.287603551,55.98682455,4.409921112,3.470416179,20.89919136,1089.058779,1204.100199,0.27648288,1.763968445,18.90514007,57.90418155,0,-1.131240633,1.303802763,1.925026433,-0.648066668,1.322976334,0.92800079,21.85786986,0.22164647,0.064423195,-0.437157397,0.916496648,0.00348959,0.002948895,0.022202994,0.083596765,62.50583837,3.228829197,4.831739653,-0.475504537,0,6.749096658,-0.020745803,0.135365405,NA,0.038330116,0.002874759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
36,LL-M262,S,69,68,224,646,1153,-0.012085238,0,8.585651824,15.07155184,494.6082029,2440.378209,1866.446049,75.12445346,-45.54128359,0,5272.710087,0.331760785,68.12528078,2.389050942,3.83554663,18.29117128,965.8858302,1105.869284,0.445147383,2.659685619,18.33783243,51.79387785,0,-1.507155184,1.362505616,4.899420878,1.437163457,4.852759726,0.816570146,21.2308238,0.379355159,0.254769886,0.257102943,0.802571801,0.003373601,-0.007792412,0.048994209,0.080723792,60.19288507,2.920988066,4.404812675,0.254303274,0,6.065949658,-0.017591254,0.150715518,27.82152231,0.050134339,0.007520151,72.17847769,NA,NA,NA,NA,NA,NA,20.95674986,251.4809983,1.977125769,27.67976076,10.59960382,9.085374707,-25.04318862,FALSE,TRUE,TRUE,TRUE,TRUE
